,DWS,Exp,Height,OWS,Player,Pos,Salary,Team,WS,WS_Per_48,Year
0,0.1,1,6-6,0.0,Alan Anderson,SG,102131,CHA,0.1,0.024,2007
1,0.9,9,6-5,2.0,Derek Anderson,SF,901397,CHA,2.9,0.117,2007
2,0.6,5,7-2,0.0,Primoz Brezec,C,2750000,CHA,0.6,0.038,2007
3,1.2,3,6-6,3.4,Matt Carroll,SG,1188000,CHA,4.6,0.117,2007
4,2.1,1,6-1,0.2,Raymond Felton,PG,3060840,CHA,2.3000000000000003,0.039,2007
5,0.1,10,6-9,0.0,Othella Harrington,PF,2200000,CHA,0.1,0.003,2007
6,0.6,R,6-9,1.8,Walter Herrmann,PF,1800000,CHA,2.4,0.125,2007
7,0.2,R,7-0,0.0,Ryan Hollins,C,412718,CHA,0.2,0.04,2007
8,1.1,9,5-10,0.7,Brevin Knight,PG,4400000,CHA,1.8,0.07,2007
9,1.0,1,6-9,1.3,Sean May,PF,1740720,CHA,2.3,0.127,2007
10,0.3,9,6-4,0.0,Jeff McInnis,PG,3600000,CHA,0.3,0.024,2007
11,0.8,R,6-8,3.4,Adam Morrison,PF,3616680,CHA,4.2,0.117,2007
12,3.6,2,6-10,3.5,Emeka Okafor,C,4300560,CHA,7.1,0.147,2007
13,1.1,6,6-11,0.5,Jake Voskuhl,C,2000000,CHA,1.6,0.077,2007
14,3.5,5,6-7,4.2,Gerald Wallace,SF,5525000,CHA,7.7,0.141,2007
15,0.0,11,6-8,0.0,Eric Williams,SF,4296000,CHA,0.0,0.0,2007
0,0.1,1,6-10,0.0,Esteban Batista,PF,664209,ATL,0.1,0.101,2007
1,0.1,R,6-6,0.1,Cedric Bozeman,SG,412718,ATL,0.2,0.107,2007
2,1.4,2,6-8,4.1,Josh Childress,SG,2863920,ATL,5.5,0.13,2007
3,1.0,5,5-11,0.5,Speedy Claxton,PG,6854546,ATL,1.5,0.033,2007
4,0.1,1,6-10,0.1,Matt Freije,PF,145961,ATL,0.2,0.107,2007
5,0.4,2,6-3,0.0,Royal Ivey,PG,744551,ATL,0.4,0.03,2007
6,0.2,9,6-3,0.2,Anthony Johnson,PG,2640000,ATL,0.4,0.026,2007
7,1.0,5,6-7,4.1,Joe Johnson,SG,12744189,ATL,5.1,0.105,2007
8,0.7,R,6-10,1.0,Solomon Jones,PF,675000,ATL,1.7,0.117,2007
9,0.3,8,6-0,2.2,Tyronn Lue,PG,3500000,ATL,2.5,0.081,2007
10,0.0,6,6-10,0.1,Stanislav Medvedenko,C,625132,ATL,0.1,0.107,2007
11,2.1,3,6-11,2.7,Zaza Pachulia,C,4000000,ATL,4.800000000000001,0.114,2007
12,0.0,R,6-6,0.0,Jeremy Richardson,SG,55365,ATL,0.0,0.105,2007
13,4.0,2,6-9,0.4,Josh Smith,SF,1460640,ATL,4.4,0.079,2007
14,0.3,1,6-1,0.5,Salim Stoudamire,SG,729000,ATL,0.8,0.036,2007
15,0.0,1,6-7,0.1,Dijon Thompson,SF,89101,ATL,0.1,0.064,2007
16,1.4,1,6-9,0.9,Marvin Williams,PF,4174800,ATL,2.3,0.051,2007
17,1.9,R,6-9,0.3,Shelden Williams,PF,2952840,ATL,2.1999999999999997,0.07,2007
18,0.9,10,6-11,0.5,Lorenzen Wright,C,3250000,ATL,1.4,0.033,2007
0,0.3,2,6-11,0.0,Rafael Araujo,C,2395200,UTA,0.3,0.027,2007
1,3.4,4,6-9,6.5,Carlos Boozer,PF,11260483,UTA,9.9,0.185,2007
2,0.7,R,6-7,1.1,Ronnie Brewer,SG,1595400,UTA,1.8,0.124,2007
3,0.5,R,6-0,0.0,Dee Brown,PG,412718,UTA,0.5,0.024,2007
4,0.6,5,6-11,0.7,Jarron Collins,C,2625698,UTA,1.2999999999999998,0.067,2007
5,1.5,10,6-1,2.4,Derek Fisher,SG,5883600,UTA,3.9,0.083,2007
6,0.8,4,6-6,1.1,Gordan Giricek,SG,4000000,UTA,1.9000000000000001,0.076,2007
7,1.6,8,6-7,3.1,Matt Harpring,SF,6500000,UTA,4.7,0.115,2007
8,2.9,5,6-9,1.6,Andrei Kirilenko,SF,12364000,UTA,4.5,0.104,2007
9,0.3,1,6-6,0.0,C.J. Miles,SG,664209,UTA,0.3,0.027,2007
10,2.3,R,6-8,2.4,Paul Millsap,PF,625000,UTA,4.699999999999999,0.153,2007
11,2.3,4,6-11,6.5,Mehmet Okur,C,8250000,UTA,8.8,0.158,2007
12,0.0,R,6-6,0.0,Roger Powell,SF,412718,UTA,0.0,0.109,2007
13,1.9,1,6-3,5.3,Deron Williams,PG,3749040,UTA,7.199999999999999,0.117,2007
0,2.1,3,6-8,5.2,Carmelo Anthony,SF,4694041,DEN,7.300000000000001,0.14,2007
1,1.1,3,6-3,1.1,Steve Blake,PG,1330000,DEN,2.2,0.064,2007
2,5.1,10,6-11,2.5,Marcus Camby,C,8800000,DEN,7.6,0.155,2007
3,0.8,R,6-7,0.4,Yakhouba Diawara,SG,412718,DEN,1.2000000000000002,0.021,2007
4,1.9,4,6-8,0.4,Reggie Evans,PF,4000000,DEN,2.3,0.096,2007
5,1.7,10,6-0,2.9,Allen Iverson,SG,17184375,DEN,4.6,0.105,2007
6,0.5,5,6-9,0.0,DerMarr Johnson,SF,865063,DEN,0.5,0.06,2007
7,1.2,1,6-8,1.6,Linas Kleiza,PF,945360,DEN,2.8,0.09,2007
8,0.1,6,6-9,0.1,Kenyon Martin,PF,12068182,DEN,0.2,0.174,2007
9,1.8,6,6-8,2.9,Eduardo Najera,PF,4571428,DEN,4.7,0.138,2007
10,0.2,4,6-11,0.0,Jamal Sampson,C,771331,DEN,0.2,0.083,2007
11,1.1,2,6-6,2.5,J.R. Smith,SG,1387560,DEN,3.6,0.12,2007
0,1.0,R,6-11,2.5,LaMarcus Aldridge,C,4027320,POR,3.5,0.118,2007
1,0.2,4,6-0,0.3,Dan Dickau,PG,2753218,POR,0.5,0.048,2007
2,0.1,1,6-6,0.0,Stephen Graham,SG,259204,POR,0.1,0.0,2007
3,1.0,1,6-3,3.8,Jarrett Jack,PG,1137960,POR,4.8,0.087,2007
4,0.2,4,6-4,0.2,Fred Jones,SG,3100000,POR,0.4,0.044,2007
5,0.2,8,6-11,0.0,Raef LaFrentz,PF,11532037,POR,0.2,0.021,2007
6,1.5,6,6-11,0.9,Jamaal Magloire,C,8433334,POR,2.4,0.032,2007
7,1.4,3,6-9,0.9,Travis Outlaw,PF,1836426,POR,2.3,0.072,2007
8,0.8,6,7-1,0.2,Joel Przybilla,C,5215000,POR,1.0,0.02,2007
9,1.9,5,6-9,3.8,Zach Randolph,PF,12000000,POR,5.699999999999999,0.112,2007
10,0.0,R,6-6,0.0,Jeremy Richardson,SF,120796,POR,0.0,0.0,2007
11,0.4,R,6-3,0.5,Sergio Rodriguez,PG,912000,POR,0.9,0.05,2007
12,1.0,R,6-6,3.8,Brandon Roy,SG,2681880,POR,4.8,0.114,2007
13,1.0,2,6-6,2.9,Ime Udoka,SF,744551,POR,3.9,0.088,2007
14,0.7,1,6-7,0.6,Martell Webster,SF,2780160,POR,1.2999999999999998,0.036,2007
0,2.2,6,7-0,0.6,Mark Blount,C,7288165,MIN,2.8000000000000003,0.052,2007
1,1.9,8,6-6,3.9,Ricky Davis,SF,6364400,MIN,5.8,0.091,2007
2,1.3,R,6-4,1.0,Randy Foye,PG,2448240,MIN,2.3,0.058,2007
3,4.9,11,6-11,5.7,Kevin Garnett,PF,21000000,MIN,10.600000000000001,0.171,2007
4,0.1,4,6-10,0.0,Eddie Griffin,PF,2700000,MIN,0.1,0.0,2007
5,0.8,5,6-5,1.8,Trenton Hassell,SG,4350000,MIN,2.6,0.056,2007
6,0.3,9,6-1,0.0,Troy Hudson,PG,5603000,MIN,0.3,0.005,2007
7,1.1,5,6-2,1.8,Mike James,PG,5215000,MIN,2.9000000000000004,0.065,2007
8,1.5,4,6-7,0.1,Marko Jaric,SG,5525000,MIN,1.6,0.048,2007
9,0.4,6,6-9,0.0,Mark Madsen,C,2210000,MIN,0.4,0.042,2007
10,0.5,1,6-4,0.0,Rashad McCants,SG,1653720,MIN,0.5,0.042,2007
11,0.2,2,6-8,0.2,Justin Reed,PF,1300000,MIN,0.4,0.077,2007
12,1.7,R,6-7,2.1,Craig Smith,PF,412718,MIN,3.8,0.121,2007
13,0.2,1,6-3,0.2,Bracey Wright,SG,664209,MIN,0.4,0.077,2007
0,0.9,10,6-5,5.4,Ray Allen,SG,14611570,SEA,6.300000000000001,0.136,2007
1,0.2,R,6-9,0.0,Andre Brown,PF,241591,SEA,0.2,0.074,2007
2,1.8,2,6-10,2.8,Nick Collison,C,2501070,SEA,4.6,0.093,2007
3,0.0,R,6-5,0.0,Desmon Farmer,SG,275404,SEA,0.0,0.074,2007
4,0.1,9,6-7,0.0,Danny Fortson,C,6596990,SEA,0.1,0.074,2007
5,0.4,R,6-7,0.9,Mickael Gelabale,SF,802000,SEA,1.3,0.05,2007
6,0.0,R,7-1,0.0,Andreas Glyniadakis,C,161061,SEA,0.0,0.074,2007
7,1.3,8,6-10,6.3,Rashard Lewis,SF,9350649,SEA,7.6,0.155,2007
8,1.2,1,7-0,0.5,Johan Petro,C,1006800,SEA,1.7,0.053,2007
9,0.8,3,6-2,1.4,Luke Ridnour,PG,2425878,SEA,2.2,0.052,2007
10,0.2,R,6-11,0.0,Mouhamed Sene,C,1958640,SEA,0.2,0.074,2007
11,1.1,5,6-1,0.9,Earl Watson,PG,5400000,SEA,2.0,0.044,2007
12,1.9,4,6-10,4.1,Chris Wilcox,PF,6250000,SEA,6.0,0.112,2007
13,1.0,2,6-6,1.8,Damien Wilkins,SF,2700000,SEA,2.8,0.066,2007
14,0.1,4,5-10,0.6,Mike Wilks,PG,798112,SEA,0.7,0.07,2007
0,0.4,3,6-2,0.4,Marcus Banks,PG,3672414,PHO,0.8,0.037,2007
1,2.1,3,6-3,6.1,Leandro Barbosa,SG,1679733,PHO,8.2,0.151,2007
2,1.6,6,6-5,4.2,Raja Bell,SG,4500000,PHO,5.800000000000001,0.095,2007
3,0.2,2,6-11,0.0,Pat Burke,C,810000,PHO,0.2,0.015,2007
4,1.5,3,6-8,3.0,Boris Diaw,PF,1870501,PHO,4.5,0.097,2007
5,1.2,3,6-8,1.0,James Jones,SF,2650000,PHO,2.2,0.077,2007
6,0.1,7,6-8,0.0,Jumaine Jones,SF,998967,PHO,0.1,0.007,2007
7,5.3,7,6-7,6.7,Shawn Marion,SF,15070000,PHO,12.0,0.191,2007
8,0.0,6,6-10,0.0,Sean Marks,PF,932015,PHO,0.0,0.043,2007
9,1.7,10,6-3,10.8,Steve Nash,PG,10500000,PHO,12.5,0.225,2007
10,0.0,12,6-7,0.0,Eric Piatkowski,SG,1178348,PHO,0.0,0.007,2007
11,0.2,12,6-8,0.4,Jalen Rose,SF,1540000,PHO,0.6000000000000001,0.111,2007
12,4.0,4,6-10,7.2,Amar'e Stoudemire,C,12455000,PHO,11.2,0.201,2007
13,1.7,11,6-9,1.2,Kurt Thomas,C,7821482,PHO,2.9,0.115,2007
0,1.2,5,6-11,0.7,Kwame Brown,C,8287500,LAL,1.9,0.08,2007
1,2.2,10,6-6,10.8,Kobe Bryant,SG,17718750,LAL,13.0,0.199,2007
2,1.9,1,7-0,2.3,Andrew Bynum,C,2030280,LAL,4.199999999999999,0.112,2007
3,0.8,3,6-9,0.9,Brian Cook,PF,1817141,LAL,1.7000000000000002,0.083,2007
4,0.6,3,6-5,2.0,Maurice Evans,SG,1620000,LAL,2.6,0.072,2007
5,0.7,R,6-2,0.2,Jordan Farmar,PG,939120,LAL,0.8999999999999999,0.038,2007
6,0.1,12,6-5,0.0,Aaron McKie,SF,2500000,LAL,0.1,0.039,2007
7,2.1,7,6-10,2.6,Lamar Odom,PF,12348596,LAL,4.7,0.102,2007
8,1.6,3,6-4,0.7,Smush Parker,PG,798112,LAL,2.3,0.045,2007
9,0.7,5,6-10,0.1,Vladimir Radmanovic,PF,5215000,LAL,0.7999999999999999,0.04,2007
10,1.1,1,6-10,1.9,Ronny Turiaf,C,664209,LAL,3.0,0.137,2007
11,0.6,2,6-7,1.2,Sasha Vujacic,SG,973920,LAL,1.7999999999999998,0.091,2007
12,1.2,3,6-8,2.6,Luke Walton,SF,1375000,LAL,3.8,0.092,2007
13,0.2,6,6-1,0.3,Shammond Williams,PG,1750000,LAL,0.5,0.067,2007
0,0.5,R,6-5,0.7,Kelenna Azubuike,SG,251657,GSW,1.2,0.083,2007
1,1.8,3,6-7,1.9,Matt Barnes,PF,771331,GSW,3.7,0.099,2007
2,3.3,2,6-11,3.5,Andris Biedrins,C,1986960,GSW,6.8,0.136,2007
3,2.3,7,6-3,4.1,Baron Davis,PG,15070000,GSW,6.3999999999999995,0.139,2007
4,1.9,1,6-3,2.0,Monta Ellis,SG,664209,GSW,3.9,0.072,2007
5,0.6,9,6-10,0.4,Adonal Foyle,C,8125000,GSW,1.0,0.104,2007
6,1.1,8,6-9,1.7,Al Harrington,PF,7625000,GSW,2.8,0.099,2007
7,0.8,6,6-8,1.6,Stephen Jackson,SF,6120000,GSW,2.4000000000000004,0.089,2007
8,0.2,1,6-4,0.0,Sarunas Jasikevicius,PG,4000000,GSW,0.2,0.023,2007
9,0.0,R,6-7,0.0,Renaldo Major,PF,20133,GSW,0.0,0.122,2007
10,0.2,R,7-0,0.0,Patrick O'Bryant,C,2061720,GSW,0.2,0.122,2007
11,1.5,3,6-6,2.0,Mickael Pietrus,SF,2535260,GSW,3.5,0.088,2007
12,0.3,1,6-9,0.1,Josh Powell,PF,744551,GSW,0.4,0.065,2007
13,1.3,5,6-6,1.7,Jason Richardson,SG,9999999,GSW,3.0,0.085,2007
14,0.2,1,6-2,0.0,Anthony Roberson,PG,267111,GSW,0.2,0.031,2007
15,0.0,3,6-2,0.0,Dajuan Wagner,SG,771331,GSW,0.0,0.122,2007
0,4.3,7,6-8,7.2,Elton Brand,PF,14248000,LAC,11.5,0.18,2007
1,1.0,13,6-3,1.7,Sam Cassell,PG,6850000,LAC,2.7,0.095,2007
2,0.1,14,6-6,0.0,Doug Christie,SG,158071,LAC,0.1,0.0,2007
3,0.0,R,6-2,0.0,Will Conroy,PG,15099,LAC,0.0,0.0,2007
4,0.2,R,6-11,0.0,Paul Davis,C,412718,LAC,0.2,0.066,2007
5,0.7,1,6-3,0.0,Daniel Ewing,PG,664209,LAC,0.7,0.033,2007
6,0.9,5,6-3,0.3,Jason Hart,PG,242640,LAC,1.2,0.075,2007
7,0.0,2,6-7,0.0,Luke Jackson,SF,40501,LAC,0.0,0.0,2007
8,3.2,3,7-0,1.6,Chris Kaman,C,3491768,LAC,4.800000000000001,0.063,2007
9,0.0,1,6-9,0.0,Yaroslav Korolev,SF,1832280,LAC,0.0,0.0,2007
10,1.6,2,6-7,0.9,Shaun Livingston,PG,3481920,LAC,2.5,0.072,2007
11,2.5,7,6-6,4.5,Corey Maggette,SF,7000000,LAC,7.0,0.146,2007
12,2.4,8,6-4,2.2,Cuttino Mobley,SG,8125000,LAC,4.6,0.078,2007
13,1.8,2,6-6,1.4,Quinton Ross,SG,771331,LAC,3.2,0.09,2007
14,0.6,1,6-8,0.0,James Singleton,PF,675000,LAC,0.6,0.083,2007
15,2.3,9,6-10,1.6,Tim Thomas,PF,5215000,LAC,3.9,0.092,2007
16,0.0,1,6-5,0.0,Von Wafer,SF,24300,LAC,0.0,0.0,2007
17,0.4,12,6-9,0.2,Aaron Williams,PF,1750000,LAC,0.6000000000000001,0.089,2007
18,0.0,8,6-5,0.0,Alvin Williams,PG,103992,LAC,0.0,0.0,2007
0,1.7,10,6-9,1.1,Shareef Abdur-Rahim,C,5400000,SAC,2.8,0.067,2007
1,1.5,8,6-1,2.9,Mike Bibby,PG,12500000,SAC,4.4,0.076,2007
2,0.3,R,6-3,0.6,Quincy Douby,PG,1240920,SAC,0.8999999999999999,0.132,2007
3,1.2,1,6-7,1.1,Francisco Garcia,SF,1092600,SAC,2.3,0.08,2007
4,0.1,5,6-3,0.3,Jason Hart,PG,1680000,SAC,0.4,0.16,2007
5,1.9,2,6-7,8.3,Kevin Martin,SG,1002840,SAC,10.200000000000001,0.173,2007
6,1.7,8,6-11,1.0,Brad Miller,C,9625000,SAC,2.7,0.072,2007
7,0.0,10,6-10,0.0,Vitaly Potapenko,C,3674584,SAC,0.0,0.0,2007
8,0.5,1,6-2,0.6,Ronnie Price,PG,664209,SAC,1.1,0.035,2007
9,1.6,4,6-7,2.0,John Salmons,SG,4400000,SAC,3.6,0.081,2007
10,0.1,8,6-9,0.3,Maurice Taylor,PF,1065918,SAC,0.4,0.16,2007
11,1.4,7,6-7,1.1,Kenny Thomas,PF,7187500,SAC,2.5,0.041,2007
12,0.4,R,6-10,0.6,Justin Williams,C,261724,SAC,1.0,0.132,2007
13,0.9,11,6-7,0.6,Corliss Williamson,PF,6500000,SAC,1.5,0.054,2007
14,3.1,7,6-6,3.6,Metta World Peace,SF,7526316,SAC,6.7,0.122,2007
0,0.2,R,6-5,0.0,Maurice Ager,SG,906480,DAL,0.2,0.015,2007
1,1.7,7,6-4,0.4,Greg Buckner,SG,3240741,DAL,2.1,0.076,2007
2,1.1,9,6-9,0.1,Austin Croshere,PF,7300000,DAL,1.2000000000000002,0.083,2007
3,3.1,10,6-11,3.3,Erick Dampier,C,9628000,DAL,6.4,0.16,2007
4,3.1,5,7-0,0.7,DeSagana Diop,C,1998000,DAL,3.8,0.123,2007
5,1.9,7,6-8,0.1,Devean George,SF,1974259,DAL,2.0,0.078,2007
6,2.9,2,6-3,3.7,Devin Harris,PG,3153120,DAL,6.6,0.151,2007
7,3.8,3,6-7,5.0,Josh Howard,SF,1667603,DAL,8.8,0.173,2007
8,0.1,2,7-0,0.0,Didier Ilunga-Mbenga,C,1628959,DAL,0.1,0.055,2007
9,0.1,R,6-9,0.0,Pops Mensah-Bonsu,PF,412718,DAL,0.1,0.022,2007
10,4.5,8,7-0,11.8,Dirk Nowitzki,PF,15101625,DAL,16.3,0.278,2007
11,1.8,11,6-6,2.3,Jerry Stackhouse,SF,9296874,DAL,4.1,0.122,2007
12,3.1,7,6-2,7.7,Jason Terry,SG,8100000,DAL,10.8,0.182,2007
0,2.6,11,6-6,4.2,Brent Barry,SG,5117880,SAS,6.800000000000001,0.201,2007
1,1.2,2,6-10,1.1,Matt Bonner,PF,2000000,SAS,2.3,0.163,2007
2,3.6,10,6-7,0.4,Bruce Bowen,SF,3750000,SAS,4.0,0.079,2007
3,0.2,2,6-10,0.1,Jackie Butler,C,2200000,SAS,0.30000000000000004,0.047,2007
4,6.8,9,6-11,6.3,Tim Duncan,C,17429672,SAS,13.1,0.23,2007
5,2.9,3,7-0,0.2,Francisco Elson,C,3000000,SAS,3.1,0.111,2007
6,0.2,4,6-10,0.9,Melvin Ely,C,3303813,SAS,1.1,0.1,2007
7,2.6,11,6-7,2.1,Michael Finley,SF,2889000,SAS,4.7,0.125,2007
8,4.3,4,6-6,6.3,Manu Ginobili,SG,8254375,SAS,10.6,0.246,2007
9,2.4,14,6-9,0.6,Robert Horry,PF,3315000,SAS,3.0,0.125,2007
10,2.5,1,6-10,1.6,Fabricio Oberto,PF,2500000,SAS,4.1,0.144,2007
11,3.9,5,6-2,5.8,Tony Parker,PG,9450000,SAS,9.7,0.185,2007
12,1.4,2,6-3,0.6,Beno Udrih,PG,967920,SAS,2.0,0.053,2007
13,1.2,9,6-1,0.6,Jacque Vaughn,PG,1071225,SAS,1.7999999999999998,0.107,2007
14,0.2,R,6-7,0.1,James White,SG,405435,SAS,0.30000000000000004,0.108,2007
0,4.9,7,6-2,1.7,Rafer Alston,PG,4200000,HOU,6.6000000000000005,0.104,2007
1,4.6,5,6-8,4.4,Shane Battier,SF,5393300,HOU,9.0,0.144,2007
2,3.6,1,6-6,2.9,Chuck Hayes,PF,664209,HOU,6.5,0.179,2007
3,3.4,1,6-3,2.2,Luther Head,SG,1048800,HOU,5.6,0.123,2007
4,3.2,12,6-9,1.7,Juwan Howard,PF,6392100,HOU,4.9,0.11,2007
5,4.5,9,6-8,4.1,Tracy McGrady,SG,16901500,HOU,8.6,0.163,2007
6,3.4,4,7-6,4.0,Yao Ming,C,12455000,HOU,7.4,0.22,2007
7,3.0,15,7-2,2.1,Dikembe Mutombo,C,2210000,HOU,5.1,0.192,2007
8,0.3,R,6-10,0.1,Steve Novak,SF,600000,HOU,0.4,0.091,2007
9,0.9,2,6-6,0.5,Kirk Snyder,SF,1537440,HOU,1.4,0.117,2007
10,0.4,R,6-4,0.1,Vassilis Spanoulis,SG,1800000,HOU,0.5,0.046,2007
11,0.2,6,7-2,0.3,Jake Tsakalidis,C,2900000,HOU,0.5,0.169,2007
12,1.2,8,6-5,0.5,Bonzi Wells,SF,2115000,HOU,1.7,0.117,2007
0,0.7,R,6-11,0.5,Hilton Armstrong,C,1767600,NOK,1.2,0.091,2007
1,0.2,1,6-8,0.0,Brandon Bass,PF,664209,NOK,0.2,0.045,2007
2,1.5,4,6-5,2.1,Devin Brown,SG,564518,NOK,3.6,0.102,2007
3,1.8,4,6-7,0.8,Rasual Butler,SF,3000000,NOK,2.6,0.056,2007
4,3.8,5,7-1,4.1,Tyson Chandler,C,9150000,NOK,7.8999999999999995,0.15,2007
5,1.3,9,6-1,1.2,Bobby Jackson,SG,5259000,NOK,2.5,0.088,2007
6,0.9,6,6-10,0.8,Marc Jackson,PF,4875000,NOK,1.7000000000000002,0.033,2007
7,1.0,3,6-8,0.8,Linton Johnson,PF,771331,NOK,1.8,0.125,2007
8,1.8,6,6-7,4.1,Desmond Mason,SF,8037037,NOK,5.8999999999999995,0.011,2007
9,1.4,4,6-1,0.6,Jannero Pargo,PG,1000000,NOK,2.0,0.056,2007
10,2.6,1,6-0,6.2,Chris Paul,PG,3380160,NOK,8.8,0.179,2007
11,0.5,R,6-9,0.6,Cedric Simmons,PF,1515480,NOK,1.1,0.025,2007
12,0.3,8,6-9,0.6,Peja Stojakovic,SF,10800000,NOK,0.8999999999999999,0.1,2007
13,0.1,R,6-8,0.0,Marcus Vinicius,SF,412718,NOK,0.1,0.045,2007
14,2.0,3,6-9,3.1,David West,PF,2051938,NOK,5.1,0.131,2007
0,0.0,7,5-11,5.1,Chucky Atkins,PG,3000000,MEM,5.1,0.114,2007
1,0.3,6,6-8,0.7,Brian Cardinal,PF,5400000,MEM,1.0,0.144,2007
2,0.0,R,6-2,0.0,Will Conroy,SG,20279,MEM,0.0,0.035,2007
3,1.5,5,7-0,5.4,Pau Gasol,C,12364000,MEM,6.9,0.155,2007
4,1.0,R,6-8,5.1,Rudy Gay,SF,2242290,MEM,6.1,0.011,2007
5,0.2,2,6-4,0.7,Junior Harrington,PG,390556,MEM,0.8999999999999999,0.144,2007
6,0.6,R,6-9,0.7,Alexander Johnson,PF,412718,MEM,1.2999999999999998,0.083,2007
7,0.0,3,6-6,0.7,Dahntay Jones,SG,1886113,MEM,0.7,0.019,2007
8,0.1,12,6-6,0.0,Eddie Jones,SG,14863778,MEM,0.1,0.013,2007
9,0.3,R,6-6,0.6,Tarence Kinsey,SG,412718,MEM,0.8999999999999999,0.046,2007
10,0.2,R,6-0,0.4,Kyle Lowry,PG,1011720,MEM,0.6000000000000001,0.148,2007
11,0.3,6,6-8,4.6,Mike Miller,SG,7623813,MEM,4.8999999999999995,0.085,2007
12,0.0,7,6-9,0.0,Scott Padgett,PF,932015,MEM,0.0,0.035,2007
13,0.6,1,6-9,1.4,Lawrence Roberts,PF,664209,MEM,2.0,0.099,2007
14,0.1,11,5-10,1.1,Damon Stoudamire,PG,4050000,MEM,1.2000000000000002,0.036,2007
15,0.8,6,6-9,0.2,Stromile Swift,C,5400000,MEM,1.0,0.047,2007
16,0.5,1,6-9,3.2,Hakim Warrick,PF,1286280,MEM,3.7,0.082,2007
0,4.1,11,6-5,5.6,Ray Allen,SG,16000000,BOS,9.7,0.177,2008
1,2.8,3,6-4,0.6,Tony Allen,SG,1868141,BOS,3.4,0.093,2008
2,1.9,R,6-9,0.6,Glen Davis,C,427163,BOS,2.5,0.128,2008
3,6.2,12,6-11,6.6,Kevin Garnett,PF,23750000,BOS,12.8,0.265,2008
4,2.8,7,6-1,1.1,Eddie House,PG,1500000,BOS,3.9,0.127,2008
5,4.3,4,6-10,1.9,Kendrick Perkins,C,4480912,BOS,6.199999999999999,0.156,2008
6,5.7,9,6-7,6.7,Paul Pierce,SF,16360094,BOS,12.4,0.207,2008
7,0.3,10,6-11,0.3,Scot Pollard,C,1219590,BOS,0.6,0.171,2008
8,4.0,8,6-8,2.2,James Posey,PF,3206000,BOS,6.2,0.164,2008
9,1.6,1,6-8,2.7,Leon Powe,C,687456,BOS,4.300000000000001,0.256,2008
10,0.2,R,6-4,1.6,Gabe Pruitt,PG,650000,BOS,1.8,0.028,2008
11,4.9,1,6-1,2.3,Rajon Rondo,PG,1229280,BOS,7.2,0.15,2008
12,0.9,6,6-9,0.0,Brian Scalabrine,PF,3000000,BOS,0.9,0.057,2008
0,1.6,1,7-0,1.0,Andrea Bargnani,PF,4838880,TOR,2.6,0.036,2008
1,0.1,2,6-9,0.3,Maceo Baston,PF,1830000,TOR,0.4,0.201,2008
2,3.1,4,6-11,7.0,Chris Bosh,C,12455000,TOR,10.1,0.2,2008
3,0.1,6,7-2,0.1,Primoz Brezec,C,2750000,TOR,0.2,0.072,2008
4,2.2,2,6-3,8.1,Jose Calderon,PG,2471604,TOR,10.3,0.197,2008
5,2.3,3,6-6,1.7,Carlos Delfino,SG,1868141,TOR,4.0,0.1,2008
6,1.1,3,6-0,2.1,T.J. Ford,PG,8000000,TOR,3.2,0.13,2008
7,0.1,1,6-9,0.0,Jorge Garbajosa,PF,4000000,TOR,0.1,0.047,2008
8,0.3,2,6-7,0.0,Joey Graham,SF,1596600,TOR,0.3,0.04,2008
9,1.3,3,6-9,0.6,Kris Humphries,PF,2522913,TOR,1.9,0.096,2008
10,0.9,4,6-8,1.0,Jason Kapono,SF,5356000,TOR,1.9,0.06,2008
11,0.1,12,5-11,0.1,Darrick Martin,PG,1219590,TOR,0.2,0.072,2008
12,3.6,R,6-8,2.1,Jamario Moon,SF,427163,TOR,5.7,0.126,2008
13,1.6,9,7-0,2.3,Rasho Nesterovic,C,7840000,TOR,3.9,0.125,2008
14,2.5,4,6-6,3.8,Anthony Parker,SG,4350000,TOR,6.3,0.113,2008
0,0.4,8,6-11,0.0,Calvin Booth,C,1103225,PHI,0.4,0.065,2008
1,1.2,1,6-7,0.4,Rodney Carney,SF,1547760,PHI,1.6,0.075,2008
2,4.3,5,6-11,2.6,Samuel Dalembert,C,10250000,PHI,6.9,0.121,2008
3,3.0,5,6-8,2.5,Reggie Evans,PF,4320000,PHI,5.5,0.068,2008
4,0.1,5,6-6,0.0,Gordan Giricek,SG,4000000,PHI,0.1,0.043,2008
5,1.6,4,6-4,0.4,Willie Green,SG,3094000,PHI,2.0,0.05,2008
6,4.4,3,6-6,5.3,Andre Iguodala,SF,2804889,PHI,9.7,0.143,2008
7,2.6,8,6-3,5.7,Andre Miller,PG,9366666,PHI,8.3,0.131,2008
8,0.2,10,6-4,0.3,Kevin Ollie,SG,3441900,PHI,0.5,0.084,2008
9,0.0,2,6-10,0.1,Shavlik Randolph,PF,1080000,PHI,0.1,0.008,2008
10,1.4,R,7-0,0.2,Jason Smith,PF,1233840,PHI,1.5999999999999999,0.067,2008
11,2.0,R,6-8,2.6,Thaddeus Young,PF,1830720,PHI,4.6,0.14,2008
0,0.0,1,6-5,0.0,Maurice Ager,SG,974400,NJN,0.0,0.0,2008
1,0.5,13,6-0,0.0,Darrell Armstrong,PG,1219590,NJN,0.5,0.024,2008
2,1.8,1,6-10,1.9,Josh Boone,PF,1133040,NJN,3.7,0.1,2008
